season,episode,airdate,hosts,youtube_id, view_count,like_count,dislike_count,title,year,imdb_id,imdb_rating,runtime,imdb_votes,oscar_winner,gregg_popcorn,gregg_oscar,tim_popcorn,tim_oscar
10,5,4/19/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,fU-bU8MIeUs,152634,2052,97,Super Troopers 2,2018,0859635,6.1,100,23607,False,5,False,5,False
10,5,4/19/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,fU-bU8MIeUs,152634,2052,97,Rampage,2018,2231461,6.1,107,141131,False,5,False,5,False
10,6,4/26/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,OGgGA3XCFLY,135132,1755,60,Traffik,2018,5670152,6.0,96,18320,False,5,False,NA,False
10,7,5/3/2018,Gregg Turkington|Tim Heidecker|Joe Estevez,83mWOlEqvk4,421575,5634,273,Avengers: Infinity War,2018,4154756,8.4,149,814660,False,5,False,5,False
10,8,5/10/2018,Gregg Turkington|Tim Heidecker,nvMA_jKlQ_o,164831,2223,51,Life of the Party,2018,5619332,5.6,105,32870,False,5,True,5,False
10,8,5/10/2018,Gregg Turkington|Tim Heidecker,nvMA_jKlQ_o,164831,2223,51,Breaking In,2018,7137846,5.4,88,13994,False,5,False,NA,False
10,9,5/17/2018,Gregg Turkington|Mark Proksch|Tim Heidecker,XYReLQBKo50,148988,2335,126,Show Dogs,2018,5691024,3.8,92,4136,False,5,False,NA,False
10,9,5/17/2018,Gregg Turkington|Mark Proksch|Tim Heidecker,XYReLQBKo50,148988,2335,126,Deadpool 2,2018,5463162,7.7,119,469518,False,5,False,NA,False
10,10,5/25/2018,Gregg Turkington|Tim Heidecker,m1a1sLe1W3w,185342,3626,97,Solo: A Star Wars Story,2018,3778644,6.9,135,284042,False,NA,False,NA,False
11,1,9/25/2019,Gregg Turkington|Tim Heidecker,TkftGABKsnU,166669,4772,67,Abominable,2019,6324278,7.0,97,27731,False,5,False,5,False
11,1,9/25/2019,Gregg Turkington|Tim Heidecker,TkftGABKsnU,166669,4772,67,Judy,2019,7549996,6.8,118,38605,True,5,False,5,True
11,2,10/2/2019,Gregg Turkington|Mark Proksch|Tim Heidecker,G5vfOMSA-H8,219737,5393,203,Joker,2019,7286456,8.5,122,899852,True,5,True,6,True
11,2,10/2/2019,Gregg Turkington|Mark Proksch|Tim Heidecker,G5vfOMSA-H8,219737,5393,203,The Current War,2017,2140507,6.5,108,18639,False,NA,NA,NA,NA
11,3,10/9/2019,Gregg Turkington|Tim Heidecker|Joe Estevez|Josh Lorton,qmkZDFggYZE,140271,3280,57,Gemini Man,2019,1025100,5.7,117,82290,False,4,False,5,False
11,3,10/9/2019,Gregg Turkington|Tim Heidecker|Joe Estevez|Josh Lorton,qmkZDFggYZE,140271,3280,57,The Addams Family,2019,1620981,5.8,86,27391,False,5,False,NA,False
11,4,10/16/2019,Gregg Turkington|Tim Heidecker|Michael Matthews|Josh Lorton,RAMs41nvta8,102023,2400,53,Mister America,2019,10579992,6.5,89,1046,False,3,False,0,False
11,4,10/16/2019,Gregg Turkington|Tim Heidecker|Michael Matthews|Josh Lorton,RAMs41nvta8,102023,2400,53,Maleficent: Mistress of Evil,2019,4777008,6.6,119,81477,False,5,False,5,False
11,5,10/23/2019,Gregg Turkington|Mark Proksch|Tim Heidecker,zJXuik5QQ7A,102016,2279,34,The Last Full Measure,2018,0783640,6.7,116,6850,False,NA,NA,NA,NA
11,5,10/23/2019,Gregg Turkington|Mark Proksch|Tim Heidecker,zJXuik5QQ7A,102016,2279,34,Black and Blue,2019,7390646,6.4,108,15401,False,NA,NA,NA,NA
11,6,10/30/2019,Gregg Turkington|Mark Proksch|Tim Heidecker,ciX-tauchQs,106233,2223,54,Terminator: Dark Fate,2019,6450804,6.2,128,144163,False,5,False,5,True
11,6,10/30/2019,Gregg Turkington|Mark Proksch|Tim Heidecker,ciX-tauchQs,106233,2223,54,Motherless Brooklyn,2019,0385887,6.8,144,39518,False,5,False,5,False
11,7,11/6/2019,Axiom Serradimigni|Gregg Turkington|Manuel Giusti|Tim Heidecker|Michael Matthews,tgPsYWyZCgc,103819,2442,44,Arctic Dogs,2019,4426464,4.6,92,1317,False,5,False,5,False
11,7,11/6/2019,Axiom Serradimigni|Gregg Turkington|Manuel Giusti|Tim Heidecker|Michael Matthews,tgPsYWyZCgc,103819,2442,44,Midway,2019,6924650,6.7,138,62659,False,5,False,5,False
11,8,11/13/2019,Gregg Turkington|Mark Proksch|Tim Heidecker|Toni Newman,HE0pBci6wVY,100906,2213,53,Charlie's Angels,2019,5033998,4.8,118,54247,False,NA,NA,5,False
11,8,11/13/2019,Gregg Turkington|Mark Proksch|Tim Heidecker|Toni Newman,HE0pBci6wVY,100906,2213,53,The Report,2019,8236336,7.2,119,31602,False,NA,NA,NA,NA
11,9,11/20/2019,Axiom Serradimigni|Gregg Turkington|Manuel Giusti|Tim Heidecker|Joe Estevez|Toni Newman,-s1y1WFrawU,100240,2166,39,Frozen II,2019,4520988,6.9,103,129910,False,5,False,NA,NA
11,9,11/20/2019,Axiom Serradimigni|Gregg Turkington|Manuel Giusti|Tim Heidecker|Joe Estevez|Toni Newman,-s1y1WFrawU,100240,2166,39,21 Bridges,2019,8688634,6.6,99,45601,False,5,False,NA,NA
11,10,11/27/2019,Gregg Turkington|Tim Heidecker|Toni Newman,EInX_lIWpEU,100236,2338,46,Knives Out,2019,8946378,7.9,130,418912,False,NA,NA,NA,NA
11,10,11/27/2019,Gregg Turkington|Tim Heidecker|Toni Newman,EInX_lIWpEU,100236,2338,46,Queen & Slim,2019,8722346,7.1,132,21861,False,NA,NA,NA,NA
