season,episode,airdate,hosts,youtube_id, view_count,like_count,dislike_count,title,year,imdb_id,imdb_rating,runtime,imdb_cast,imdb_votes,oscar_winner,gregg_popcorn,gregg_oscar,tim_popcorn,tim_oscar
5,9,8/27/2014,"Ayaka Ohwaki|Gregg Turkington|Tim Heidecker|Tom Cruise Heidecker, Jr",hGzuqylxR8w,130793,1204,21,Jessabelle,2014,2300975,5.4,90,Sarah Snook|Joelle Carter|Mark Webber|David Andrews|Ana de la Reguera,22581,False,5,False,5,False
5,10,9/3/2014,Gregg Turkington|Tim Heidecker,AAVDo3uP07E,148513,1630,19,Dark Places,2015,2402101,6.2,113,Charlize Theron|Sterling Jerins|Nicholas Hoult|Christina Hendricks|Corey Stoll,41742,False,NA,False,NA,False
5,10,9/3/2014,Gregg Turkington|Tim Heidecker,AAVDo3uP07E,148513,1630,19,The Green Inferno,2013,2403021,5.3,100,Lorenza Izzo|Ariel Levy|Daryl Sabara|Kirby Bliss Blanton|Magda Apanowicz,38437,False,5,False,NA,False
6,1,2/4/2015,Gregg Turkington|Mark Proksch,l4TPZad5MVI,201138,2553,141,Jupiter Ascending,2015,1617661,5.3,127,Mila Kunis|Channing Tatum|Sean Bean|Eddie Redmayne|Douglas Booth,177645,False,5,False,NA,NA
6,1,2/4/2015,Gregg Turkington|Mark Proksch,l4TPZad5MVI,201138,2553,141,The SpongeBob Movie: Sponge Out of Water,2015,2279373,6.0,92,Antonio Banderas|Eric Bauza|Tim Conway|Eddie Deezen|Rob Paulsen,48688,False,5,False,NA,NA
6,2,2/11/2015,Gregg Turkington|Mark Proksch|Tim Heidecker,nbyamRX_pZo,271891,2945,62,Kingsman: The Secret Service,2014,2802144,7.7,129,Adrian Quinton|Colin Firth|Mark Strong|Jonno Davies|Jack Davenport,584923,False,5,False,5,False
6,2,2/11/2015,Gregg Turkington|Mark Proksch|Tim Heidecker,nbyamRX_pZo,271891,2945,62,Fifty Shades of Grey,2015,2322441,4.1,125,Dakota Johnson|Jamie Dornan|Jennifer Ehle|Eloise Mumford|Victor Rasuk,295532,False,5,False,5,False
6,3,2/18/2015,Gregg Turkington|Tim Heidecker,6KhwiJNCUmc,172688,1591,26,"McFarland, USA",2015,2097298,7.4,129,Kevin Costner|Ramiro Rodriguez|Carlos Pratts|Johnny Ortiz|Rafael Martinez,35066,False,5,False,6,True
6,3,2/18/2015,Gregg Turkington|Tim Heidecker,6KhwiJNCUmc,172688,1591,26,Hot Tub Time Machine 2,2015,2637294,5.1,93,Rob Corddry|Craig Robinson|Clark Duke|Adam Scott|Gillian Jacobs,36666,False,5,False,5,False
6,4,2/25/2015,Gregg Turkington|Tim Heidecker,ZGy4YwfTPBY,141184,1362,14,The Lazarus Effect,2015,2918436,5.2,83,Mark Duplass|Olivia Wilde|Sarah Bolger|Evan Peters|Donald Glover,40751,False,5,False,5,False
6,4,2/25/2015,Gregg Turkington|Tim Heidecker,ZGy4YwfTPBY,141184,1362,14,Focus,2015,2381941,6.6,105,Will Smith|Margot Robbie|Adrian Martinez|Gerald McRaney|Rodrigo Santoro,215421,False,5,True,5,False
6,5,3/4/2015,Gregg Turkington|Tim Heidecker|Joe Estevez,kFBLNgsVhdo,199874,1686,36,Chappie,2015,1823672,6.8,120,Sharlto Copley|Dev Patel|Ninja|Yo-Landi Visser|Jose Pablo Cantillo,227974,False,5,False,5,False
6,5,3/4/2015,Gregg Turkington|Tim Heidecker|Joe Estevez,kFBLNgsVhdo,199874,1686,36,No Escape (aka The Coup),2015,1781922,6.8,103,Owen Wilson|Lake Bell|Sterling Jerins|Claire Geare|Pierce Brosnan,77500,False,5,False,5,False
6,5,3/4/2015,Gregg Turkington|Tim Heidecker|Joe Estevez,kFBLNgsVhdo,199874,1686,36,The Second Best Exotic Marigold Hotel,2015,2555736,6.6,122,Dev Patel|Maggie Smith|Danny Mahoney|David Strathairn|Judi Dench,31057,False,5,False,5,False
6,6,3/11/2015,Gregg Turkington|Tim Heidecker,G07P3ZQwkSU,115517,942,14,Cinderella,2015,1661199,6.9,105,Cate Blanchett|Lily James|Richard Madden|Helena Bonham Carter|Nonso Anozie,158429,False,NA,False,5,True
6,6,3/11/2015,Gregg Turkington|Tim Heidecker,G07P3ZQwkSU,115517,942,14,In the Heart of the Sea,2015,1390411,6.9,122,Chris Hemsworth|Benjamin Walker|Cillian Murphy|Brendan Gleeson|Ben Whishaw,121435,False,5,False,5,False
6,7,3/18/2015,"Ayaka Ohwaki|Gregg Turkington|Tim Heidecker|Tom Cruise Heidecker, Jr",Ikb2QabxcDA,112181,1111,33,Insurgent,2015,2908446,6.2,119,Kate Winslet|Jai Courtney|Mekhi Phifer|Shailene Woodley|Theo James,215542,False,5,False,5,False
6,7,3/18/2015,"Ayaka Ohwaki|Gregg Turkington|Tim Heidecker|Tom Cruise Heidecker, Jr",Ikb2QabxcDA,112181,1111,33,The Gunman,2015,2515034,5.8,115,Sean Penn|Jasmine Trinca|Javier Bardem|Ray Winstone|Mark Rylance,38637,False,5,False,5,True
6,8,3/25/2015,Gregg Turkington|Tim Heidecker,mYVQo_jH3Po,128381,1469,17,Get Hard,2015,2561572,6.0,100,Will Ferrell|Kevin Hart|Craig T. Nelson|Alison Brie|Edwina Findley Dickerson,121641,False,5,False,5,False
6,8,3/25/2015,Gregg Turkington|Tim Heidecker,mYVQo_jH3Po,128381,1469,17,Home,2015,2224026,6.6,94,Jim Parsons|Rihanna|Steve Martin|Jennifer Lopez|Matt Jones,91078,False,5,False,4,False
6,9,4/1/2015,Gregg Turkington|Tim Heidecker,486OCi4uINY,157822,1633,30,Furious 7,2015,2820852,7.1,137,Vin Diesel|Paul Walker|Jason Statham|Michelle Rodriguez|Jordana Brewster,356362,False,5,False,7,False
6,9,4/1/2015,Gregg Turkington|Tim Heidecker,486OCi4uINY,157822,1633,30,Woman in Gold,2015,2404425,7.3,109,Helen Mirren|Ryan Reynolds|Daniel Brühl|Katie Holmes|Tatiana Maslany,53317,False,5,False,5,False
6,10,4/8/2015,Ayaka Ohwaki|Tim Heidecker,JDUbtFKcf2M,124639,1165,44,The Moon and the Sun,2016,2328678,NA,NA,NA,NA,False,NA,NA,5,False
6,10,4/8/2015,Ayaka Ohwaki|Tim Heidecker,JDUbtFKcf2M,124639,1165,44,Ex Machina,2014,0470752,7.7,108,Domhnall Gleeson|Alicia Vikander|Oscar Isaac|Sonoya Mizuno|Corey Johnson,468314,False,NA,NA,5,False
7,1,9/9/2015,Gregg Turkington|Tim Heidecker,fgoanR8BAMA,259123,3606,73,Fantastic Four,2015,1502712,4.3,100,Miles Teller|Michael B. Jordan|Kate Mara|Jamie Bell|Toby Kebbell,150840,False,NA,False,6,False
7,1,9/9/2015,Gregg Turkington|Tim Heidecker,fgoanR8BAMA,259123,3606,73,Ant-Man,2015,0478970,7.3,117,Paul Rudd|Michael Douglas|Evangeline Lilly|Corey Stoll|Bobby Cannavale,561589,False,NA,False,1,False
7,2,9/16/2015,Gregg Turkington|Tim Heidecker,JszcIgBV_MI,170006,1466,33,Maze Runner: The Scorch Trials,2015,4046784,6.3,131,Dylan O'Brien|Ki Hong Lee|Kaya Scodelario|Thomas Brodie-Sangster|Dexter Darden,218866,False,5,False,5,False
7,2,9/16/2015,Gregg Turkington|Tim Heidecker,JszcIgBV_MI,170006,1466,33,Black Mass,2015,1355683,6.9,123,Johnny Depp|Joel Edgerton|Benedict Cumberbatch|Dakota Johnson|Kevin Bacon,166469,False,5,False,5,False
7,3,9/23/2015,Gregg Turkington|Tim Heidecker,Hvu9d4OAsXg,157539,1804,33,The Intern,2015,2361509,7.1,121,Robert De Niro|Anne Hathaway|Rene Russo|Anders Holm|JoJo Kushner,216751,False,NA,NA,NA,NA
7,3,9/23/2015,Gregg Turkington|Tim Heidecker,Hvu9d4OAsXg,157539,1804,33,Hotel Transylvania 2,2015,2510894,6.7,89,Adam Sandler|Andy Samberg|Selena Gomez|Kevin James|Steve Buscemi,105921,False,NA,NA,NA,NA
7,4,9/30/2015,Gregg Turkington|Luther Sanchez|Tim Heidecker|Joe Estevez,uim2th2Hm78,193083,1950,47,The Martian,2015,3659388,8.0,144,Matt Damon|Jessica Chastain|Kristen Wiig|Jeff Daniels|Michael Peña,750196,False,NA,NA,NA,NA
7,4,9/30/2015,Gregg Turkington|Luther Sanchez|Tim Heidecker|Joe Estevez,uim2th2Hm78,193083,1950,47,Sicario,2015,3397884,7.6,121,Emily Blunt|Benicio Del Toro|Josh Brolin|Victor Garber|Jon Bernthal,366027,False,NA,NA,NA,NA
7,5,10/7/2015,Gregg Turkington|Tim Heidecker,gaQbGCg7_Mw,199225,1885,56,Pan,2015,3332064,5.7,111,Hugh Jackman|Levi Miller|Garrett Hedlund|Rooney Mara|Adeel Akhtar,59838,False,5,False,5,False
7,5,10/7/2015,Gregg Turkington|Tim Heidecker,gaQbGCg7_Mw,199225,1885,56,Steve Jobs,2015,2080374,7.2,122,Michael Fassbender|Kate Winslet|Seth Rogen|Jeff Daniels|Michael Stuhlbarg,152543,False,5,False,5,False
7,6,10/14/2015,Gregg Turkington|Tim Heidecker,EbrnM36GspY,181541,1987,51,Goosebumps,2015,1051904,6.3,103,Jack Black|Dylan Minnette|Odeya Rush|Ryan Lee|Amy Ryan,80023,False,5,False,5,False
7,6,10/14/2015,Gregg Turkington|Tim Heidecker,EbrnM36GspY,181541,1987,51,Bridge of Spies,2015,3682448,7.6,142,Mark Rylance|Domenick Lombardozzi|Victor Verhaeghe|Mark Fichera|Brian Hutchison,284284,True,5,False,5,False
7,7,10/21/2015,Gregg Turkington|Tim Heidecker,cuORvss1ovo,169047,1979,62,Paranormal Activity: The Ghost Dimension,2015,2473510,4.6,88,Chris J. Murray|Brit Shaw|Ivy George|Dan Gill|Olivia Taylor Dudley,24769,False,NA,False,NA,False
7,7,10/21/2015,Gregg Turkington|Tim Heidecker,cuORvss1ovo,169047,1979,62,Jem and the Holograms,2015,3614530,4.2,118,Aubrey Peeples|Stefanie Scott|Aurora Perrineau|Hayley Kiyoko|Molly Ringwald,7291,False,5,False,5,False
7,8,10/28/2015,Axiom Serradimigni|Tim Heidecker,7-2jpmg-fSw,93037,932,799,Autobahn,2016,2126235,5.7,99,Nicholas Hoult|Felicity Jones|Anthony Hopkins|Ben Kingsley|Marwan Kenzari,14812,False,NA,NA,NA,False
7,8,10/28/2015,Axiom Serradimigni|Tim Heidecker,7-2jpmg-fSw,93037,932,799,Scouts Guide to the Zombie Apocalypse,2015,1727776,6.3,93,Tye Sheridan|Logan Miller|Joey Morgan|Sarah Dumont|David Koechner,44802,False,NA,NA,5,False
7,9,11/5/2015,Gregg Turkington,rYhc3na7j0k,140075,1965,57,The Peanuts Movie,2015,2452042,7.1,88,Trombone Shorty|Rebecca Bloom|Anastasia Bredikhina|Francesca Capaldi|Kristin Chenoweth,41895,False,5,False,5,False
7,9,11/5/2015,Gregg Turkington,rYhc3na7j0k,140075,1965,57,Spectre,2015,2379713,6.8,148,Daniel Craig|Christoph Waltz|Léa Seydoux|Ralph Fiennes|Monica Bellucci,380477,True,5,True,5,False
7,10,11/12/2015,Axiom Serradimigni|Gregg Turkington|Luther Sanchez|Tim Heidecker,GFpbLvUwF4g,178490,2286,34,By the Sea,2015,3707106,5.3,122,Brad Pitt|Angelina Jolie|Mélanie Laurent|Melvil Poupaud|Niels Arestrup,18461,False,5,False,NA,False
7,10,11/12/2015,Axiom Serradimigni|Gregg Turkington|Luther Sanchez|Tim Heidecker,GFpbLvUwF4g,178490,2286,34,Rings,2017,0498381,4.5,102,Matilda Anna Ingrid Lutz|Alex Roe|Johnny Galecki|Vincent D'Onofrio|Aimee Teegarden,37484,False,NA,False,NA,False
8,1,7/27/2016,Gregg Turkington|Tim Heidecker,RpMjjx-m-BM,290801,3024,92,Star Trek: Beyond,2016,2660888,7.1,122,Chris Pine|Zachary Quinto|Karl Urban|Zoe Saldana|Simon Pegg,225664,False,5,False,6,False
8,1,7/27/2016,Gregg Turkington|Tim Heidecker,RpMjjx-m-BM,290801,3024,92,Hillary's America: The Secret History of the Democratic Party,2016,5646136,5.3,106,Dinesh D'Souza|Jonah Goldberg|David Guyette|Andrea Cohen|Peter Schweizer,6857,False,5,False,6,True
8,2,8/3/2016,Gregg Turkington|Luther Sanchez|Tim Heidecker,i2YyYQfZetk,262014,2437,56,Jason Bourne,2016,4196776,6.6,123,Matt Damon|Tommy Lee Jones|Alicia Vikander|Vincent Cassel|Julia Stiles,206149,False,5,False,5,False
8,2,8/3/2016,Gregg Turkington|Luther Sanchez|Tim Heidecker,i2YyYQfZetk,262014,2437,56,Café Society,2016,4513674,6.6,96,Steve Carell|Sheryl Lee|Todd Weeks|Paul Schackman|Jodi Carlisle,70181,False,5,True,5,True
8,3,8/10/2016,Gregg Turkington|Tim Heidecker,5FQu_8qQBN4,430554,4594,123,Nine Lives,2016,4383594,5.3,87,Kevin Spacey|Jennifer Garner|Robbie Amell|Cheryl Hines|Mark Consuelos,20715,False,5,False,5,False
8,3,8/10/2016,Gregg Turkington|Tim Heidecker,5FQu_8qQBN4,430554,4594,123,Suicide Squad,2016,1386697,6.0,123,Will Smith|Jaime FitzSimons|Ike Barinholtz|Margot Robbie|Christopher Dyson,593332,True,5,False,5,False
8,4,8/17/2016,Gregg Turkington|Tim Heidecker,UqqYpUmtgLg,268724,2757,59,Sausage Party,2016,1700841,6.1,89,Alistair Abell|Iris Apatow|Sugar Lyn Beard|Michael Cera|Ian James Corlett,173924,False,NA,False,5,False
8,4,8/17/2016,Gregg Turkington|Tim Heidecker,UqqYpUmtgLg,268724,2757,59,Pete's Dragon,2016,2788732,6.7,102,Bryce Dallas Howard|Robert Redford|Oakes Fegley|Oona Laurence|Wes Bentley,53508,False,5,False,5,False
8,5,8/24/2016,Axiom Serradimigni|Gregg Turkington|Mark Proksch|Tim Heidecker,NMl3xpNbTjA,225447,2066,53,Ben-Hur,2016,2638144,5.7,123,Jack Huston|Toby Kebbell|Rodrigo Santoro|Nazanin Boniadi|Ayelet Zurer,41174,False,5,True,5,False
8,5,8/24/2016,Axiom Serradimigni|Gregg Turkington|Mark Proksch|Tim Heidecker,NMl3xpNbTjA,225447,2066,53,Kubo and the Two Strings,2016,4302938,7.8,101,Art Parkinson|Charlize Theron|Brenda Vaccaro|Cary-Hiroyuki Tagawa|Meyrick Murphy,116595,False,5,False,NA,False
8,6,8/31/2016,Gregg Turkington|Tim Heidecker,IQtNboS3Eh8,178147,2111,41,Hands of Stone,2016,1781827,6.6,111,Edgar Ramírez|Robert De Niro|Usher|Rubén Blades|Ana de Armas,14846,False,5,True,5,False
8,6,8/31/2016,Gregg Turkington|Tim Heidecker,IQtNboS3Eh8,178147,2111,41,Mechanic: Resurrection,2016,3522806,5.7,98,Jason Statham|Jessica Alba|Tommy Lee Jones|Michelle Yeoh|Sam Hazeldine,75380,False,5,False,5,False
8,7,9/7/2016,Gregg Turkington|Mark Proksch,Qb3kMeOxCAQ,156677,1829,31,The Light Between Oceans,2016,2547584,7.2,133,Michael Fassbender|Alicia Vikander|Rachel Weisz|Florence Clery|Jack Thompson,51312,False,5,False,NA,NA
8,7,9/7/2016,Gregg Turkington|Mark Proksch,Qb3kMeOxCAQ,156677,1829,31,Solace,2015,1291570,6.4,101,Anthony Hopkins|Jeffrey Dean Morgan|Abbie Cornish|Colin Farrell|Matt Gerald,55336,False,5,False,NA,NA
8,8,9/14/2016,Axiom Serradimigni|Ayaka Ohwaki|Gregg Turkington|John Aprea|Mark Proksch|Mister Ohwaki|Tim Heidecker|Joe Estevez,7r6qgKD-m8U,172240,2327,44,Sully,2016,3263904,7.4,96,Tom Hanks|Aaron Eckhart|Valerie Mahaffey|Delphi Harrington|Mike O'Malley,233728,False,NA,NA,NA,NA
8,8,9/14/2016,Axiom Serradimigni|Ayaka Ohwaki|Gregg Turkington|John Aprea|Mark Proksch|Mister Ohwaki|Tim Heidecker|Joe Estevez,7r6qgKD-m8U,172240,2327,44,When the Bough Breaks,2016,1389139,5.1,107,Morris Chestnut|Regina Hall|Romany Malco|Michael Kenneth Williams|Glenn Morshower,5785,False,NA,NA,NA,NA
8,9,9/21/2016,Gregg Turkington|Tim Heidecker,m7XQZnBDJKY,163074,1894,35,Bridget Jones's Baby,2016,1473832,6.5,123,Renée Zellweger|Gemma Jones|Jim Broadbent|Sally Phillips|Julian Rhind-Tutt,67429,False,5,False,5,False
8,9,9/21/2016,Gregg Turkington|Tim Heidecker,m7XQZnBDJKY,163074,1894,35,Snowden,2016,3774114,7.3,134,Melissa Leo|Zachary Quinto|Joseph Gordon-Levitt|Jaymes Butler|Robert Firth,135360,False,5,False,0,False
8,10,9/28/2016,Gregg Turkington|Tim Heidecker,gZNF7-v-qGA,167250,2088,38,The Magnificent Seven,2016,2404435,6.9,132,Denzel Washington|Chris Pratt|Ethan Hawke|Vincent D'Onofrio|Lee Byung-Hun,183225,False,5,False,5,False
8,10,9/28/2016,Gregg Turkington|Tim Heidecker,gZNF7-v-qGA,167250,2088,38,Storks,2016,4624424,6.8,87,Andy Samberg|Katie Crown|Kelsey Grammer|Jennifer Aniston|Ty Burrell,55412,False,5,False,5,False
9,1,3/6/2017,Gregg Turkington|Mark Proksch|Tim Heidecker,OU0TaprKPRc,172495,1945,70,The Wall,2017,4218696,6.2,88,Aaron Taylor-Johnson|John Cena|Laith Nakli,23673,False,5,False,5,False
9,1,3/6/2017,Gregg Turkington|Mark Proksch|Tim Heidecker,OU0TaprKPRc,172495,1945,70,Kong: Skull Island,2017,3731562,6.6,118,Tom Hiddleston|Samuel L. Jackson|Brie Larson|John C. Reilly|John Goodman,264999,False,5,False,5,False
9,2,3/13/2017,Gregg Turkington|John Lenard|Mark Proksch|Tim Heidecker,anEU1fPn8JI,127740,1351,71,T2 Trainspotting,2017,2763304,7.2,117,Ewan McGregor|Logan Gillies|Ben Skelton|Aiden Haggarty|Daniel Smith,111960,False,5,False,5,False
9,2,3/13/2017,Gregg Turkington|John Lenard|Mark Proksch|Tim Heidecker,anEU1fPn8JI,127740,1351,71,The Belko Experiment,2016,1082807,6.1,89,John Gallagher Jr.|Tony Goldwyn|Adria Arjona|John C. McGinley|Melonie Diaz,43542,False,5,False,NA,False
9,3,3/20/2017,Gregg Turkington|Mark Proksch|Tim Heidecker,wRGvQosfuos,135174,1381,58,Power Rangers,2017,3717490,5.9,124,Dacre Montgomery|Naomi Scott|RJ Cyler|Ludi Lin|Becky G,100812,False,NA,False,5,True
9,3,3/20/2017,Gregg Turkington|Mark Proksch|Tim Heidecker,wRGvQosfuos,135174,1381,58,CHIPS,2017,0493405,6.0,100,Michael Peña|Dax Shepard|Vincent D'Onofrio|Rosa Salazar|Jessica McNamee,42042,False,5,False,5,False
9,4,3/27/2017,Axiom Serradimigni|Gregg Turkington|Manuel Giusti|Mark Proksch|Tim Heidecker,37fPcXtoIUk,121013,1354,43,The Boss Baby,2017,3874544,6.3,97,Alec Baldwin|Steve Buscemi|Jimmy Kimmel|Lisa Kudrow|Tobey Maguire,106870,False,5,False,5,False
9,4,3/27/2017,Axiom Serradimigni|Gregg Turkington|Manuel Giusti|Mark Proksch|Tim Heidecker,37fPcXtoIUk,121013,1354,43,The Zookeeper's Wife,2017,1730768,7.0,127,Jessica Chastain|Johan Heldenbergh|Daniel Brühl|Timothy Radford|Efrat Dor,38073,False,5,False,NA,False
9,5,4/3/2017,Gregg Turkington|Juliana Serradimigni|Manuel Giusti|Mark Proksch|Tim Heidecker,KiEfjXD-KwE,119742,1334,30,The Case for Christ,2017,6113488,6.3,112,Erika Christensen|Faye Dunaway|Frankie Faison|Robert Forster|Brett Rice,7683,False,5,False,5,False
9,5,4/3/2017,Gregg Turkington|Juliana Serradimigni|Manuel Giusti|Mark Proksch|Tim Heidecker,KiEfjXD-KwE,119742,1334,30,Smurfs: The Lost Village,2017,2398241,6.0,90,Demi Lovato|Rainn Wilson|Joe Manganiello|Jack McBrayer|Danny Pudi,18155,False,5,False,5,False
9,6,4/10/2017,Gregg Turkington|Mark Proksch|Luther Sanchez|Tim Heidecker,1xkShGA6IQs,134465,1415,54,Fast & Furious 8,2017,4630562,6.7,136,Vin Diesel|Jason Statham|Dwayne Johnson|Michelle Rodriguez|Tyrese Gibson,201898,False,5,False,NA,False
9,6,4/10/2017,Gregg Turkington|Mark Proksch|Luther Sanchez|Tim Heidecker,1xkShGA6IQs,134465,1415,54,The Lost City of Z,2016,1212428,6.6,141,Charlie Hunnam|Robert Pattinson|Sienna Miller|Tom Holland|Edward Ashley,77573,False,5,True,5,True
9,7,4/17/2017,Gregg Turkington|Mark Proksch,QFdzuCNLEfs,133399,1796,73,Unforgettable,2017,3462710,5.1,100,Rosario Dawson|Katherine Heigl|Geoff Stults|Isabella Kai|Alex Quijano,13786,False,NA,NA,NA,NA
9,7,4/17/2017,Gregg Turkington|Mark Proksch,QFdzuCNLEfs,133399,1796,73,Born in China,2016,4629266,7.2,79,John Krasinski|Claire Keim|Xun Zhou,3479,False,NA,NA,NA,NA
9,7,4/17/2017,Gregg Turkington|Mark Proksch,QFdzuCNLEfs,133399,1796,73,Animal Crackers,2017,4155534,5.8,105,Emily Blunt|Danny DeVito|John Krasinski|Ian McKellen|Raven-Symoné,2255,False,NA,NA,NA,NA
9,8,4/24/2017,Gregg Turkington|Mark Proksch|Tim Heidecker|Joe Estevez,XWzt9NRe8Ac,107836,1380,38,How to Be a Latin Lover,2017,4795124,6.0,115,Eugenio Derbez|Salma Hayek|Raphael Alejandro|Rob Lowe|Kristen Bell,13836,False,5,False,NA,NA
9,8,4/24/2017,Gregg Turkington|Mark Proksch|Tim Heidecker|Joe Estevez,XWzt9NRe8Ac,107836,1380,38,The Circle,2017,4287320,5.3,110,Emma Watson|Ellar Coltrane|Glenne Headly|Bill Paxton|Karen Gillan,83220,False,5,False,NA,NA
9,9,5/1/2017,Gregg Turkington|Tim Heidecker,2j33hkDxYTs,124640,1352,52,Guardians of the Galaxy Vol. 2,2017,3896198,7.6,136,Chris Pratt|Zoe Saldana|Dave Bautista|Vin Diesel|Bradley Cooper,559848,False,5,False,5,False
9,9,5/1/2017,Gregg Turkington|Tim Heidecker,2j33hkDxYTs,124640,1352,52,The Lovers,2017,5770620,6.1,97,Debra Winger|Tracy Letts|Aidan Gillen|Melora Walters|Tyler Ross,3398,False,5,False,NA,False
9,10,5/8/2017,Gregg Turkington|Tim Heidecker,LCvM2IXg0lM,132415,1688,75,King Arthur: Legend of the Sword,2017,1972591,6.7,126,Charlie Hunnam|Astrid Bergès-Frisbey|Jude Law|Djimon Hounsou|Eric Bana,189461,False,5,True,5,False
9,10,5/8/2017,Gregg Turkington|Tim Heidecker,LCvM2IXg0lM,132415,1688,75,Snatched,2017,2334871,4.5,90,Amy Schumer|Kim Caramele|Raven Goodwin|Katie Dippold|Randall Park,32816,False,5,False,4,False
10,1,3/22/2018,Gregg Turkington|Tim Heidecker,saGMEd_02t8,323523,5297,200,Pacific Rim: Uprising,2018,2557478,5.6,111,John Boyega|Scott Eastwood|Cailee Spaeny|Burn Gorman|Charlie Day,104599,False,5,False,5,False
10,1,3/22/2018,Gregg Turkington|Tim Heidecker,saGMEd_02t8,323523,5297,200,Sherlock Gnomes,2018,2296777,5.2,86,Kelly Asbury|Mary J. Blige|Emily Blunt|Julio Bonet|Gary Bradbury,10124,False,5,False,5,False
10,2,3/28/2018,Gregg Turkington|Tim Heidecker,tnPZtftH1F8,201378,2614,113,Acrimony,2018,6063050,5.8,120,Taraji P. Henson|Lyriq Bent|Crystle Stewart|Jazmyn Simon|Ptosha Storey,7747,False,5,True,5,True
10,2,3/28/2018,Gregg Turkington|Tim Heidecker,tnPZtftH1F8,201378,2614,113,Ready Player One,2018,1677720,7.5,140,Tye Sheridan|Olivia Cooke|Ben Mendelsohn|Lena Waithe|T.J. Miller,361390,False,5,False,5,False
10,3,4/6/2018,Gregg Turkington|Mark Proksch|Max Eucompco|Tim Heidecker,nY5XVaneJhw,221052,2630,95,You Were Never Really Here,2017,5742374,6.8,89,Joaquin Phoenix|Dante Pereira-Olson|Larry Canady|Vinicius Damasceno|Neo Randall,101525,False,5,False,5,False
10,3,4/6/2018,Gregg Turkington|Mark Proksch|Max Eucompco|Tim Heidecker,nY5XVaneJhw,221052,2630,95,Chappaquiddick,2017,5270948,6.4,106,Jason Clarke|Kate Mara|Ed Helms|Bruce Dern|Jim Gaffigan,11804,False,5,False,5,False
10,4,4/12/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,H9HXh5ZYkn4,157124,2301,75,Sgt. Stubby: An American Hero,2018,5314190,6.9,84,Logan Lerman|Helena Bonham Carter|Gérard Depardieu|Jordan Beck|Jim Pharr,1897,False,5,False,5,False
10,4,4/12/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,H9HXh5ZYkn4,157124,2301,75,Overboard,2018,1563742,6.0,112,Eugenio Derbez|Anna Faris|Eva Longoria|John Hannah|Swoosie Kurtz,33833,False,5,False,5,False
10,5,4/19/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,fU-bU8MIeUs,152655,2053,97,Super Troopers 2,2018,0859635,6.1,100,Seann William Scott|Clifton Collins Jr.|Steve Lemme|Erik Stolhanske|Jay Chandrasekhar,23608,False,5,False,5,False
10,5,4/19/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,fU-bU8MIeUs,152655,2053,97,Rampage,2018,2231461,6.1,107,Dwayne Johnson|Naomie Harris|Malin Akerman|Jeffrey Dean Morgan|Jake Lacy,141134,False,5,False,5,False
10,6,4/26/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,OGgGA3XCFLY,135147,1755,60,Traffik,2018,5670152,6.0,96,Priscilla Quintana|Luke Goss|Paula Patton|William Fichtner|Jeff Wiesen,18321,False,5,False,NA,False
10,7,5/3/2018,Gregg Turkington|Tim Heidecker|Joe Estevez,83mWOlEqvk4,421616,5635,273,Avengers: Infinity War,2018,4154756,8.4,149,Robert Downey Jr.|Chris Hemsworth|Mark Ruffalo|Chris Evans|Scarlett Johansson,814685,False,5,False,5,False
10,8,5/10/2018,Gregg Turkington|Tim Heidecker,nvMA_jKlQ_o,164846,2223,51,Life of the Party,2018,5619332,5.6,105,Melissa McCarthy|Matt Walsh|Molly Gordon|Ben Falcone|Jacki Weaver,32873,False,5,True,5,False
10,8,5/10/2018,Gregg Turkington|Tim Heidecker,nvMA_jKlQ_o,164846,2223,51,Breaking In,2018,7137846,5.4,88,Gabrielle Union|Billy Burke|Richard Cabral|Ajiona Alexus|Levi Meaden,13994,False,5,False,NA,False
10,9,5/17/2018,Gregg Turkington|Mark Proksch|Tim Heidecker,XYReLQBKo50,149009,2335,126,Show Dogs,2018,5691024,3.8,92,Will Arnett|Ludacris|Natasha Lyonne|Stanley Tucci|Jordin Sparks Thomas,4136,False,5,False,NA,False
10,9,5/17/2018,Gregg Turkington|Mark Proksch|Tim Heidecker,XYReLQBKo50,149009,2335,126,Deadpool 2,2018,5463162,7.7,119,Ryan Reynolds|Josh Brolin|Morena Baccarin|Julian Dennison|Zazie Beetz,469541,False,5,False,NA,False
10,10,5/25/2018,Gregg Turkington|Tim Heidecker,m1a1sLe1W3w,185360,3627,97,Solo: A Star Wars Story,2018,3778644,6.9,135,Alden Ehrenreich|Joonas Suotamo|Woody Harrelson|Emilia Clarke|Donald Glover,284053,False,NA,False,NA,False
11,1,9/25/2019,Gregg Turkington|Tim Heidecker,TkftGABKsnU,166703,4772,67,Abominable,2019,6324278,7.0,97,Chloe Bennet|Albert Tsai|Tenzing Norgay Trainor|Joseph Izzo|Sarah Paulson,27737,False,5,False,5,False
